user_id,account_age_days,followers,following,posts,attack_bot_score,detected_bot,is_real_attack
U0,1156,870,1304,107.0,28.368541905855338,False,False
U1,1125,3782,1648,122.0,25.980174464710547,False,False
U2,496,4436,1492,88.0,25.75659229208925,False,False
U3,1426,3181,2929,664.0,27.07110307982401,False,False
U4,160,1695,779,344.0,26.03346108490566,False,False
U5,1545,2443,1225,956.0,26.12776186579378,False,False
U6,5,33,4607,1022.0,70.0,True,False
U7,51,4853,2914,561.0,26.350741656365884,False,False
U8,504,1092,2568,682.0,30.28636779505947,False,False
U9,1529,2757,985,783.0,25.803571428571427,False,False
U10,219,2744,572,876.0,25.468852459016393,False,False
U11,1620,1277,2889,505.0,30.086267605633804,False,False
U12,1184,3566,656,21.0,25.413793103448278,False,False
U13,870,2445,610,316.0,25.561120196238758,False,False
U14,43,251,2051,777.0,43.3125,False,False
U15,1399,2622,2955,340.0,27.53478841021731,False,False
U16,121,1488,2566,776.0,28.877434519811956,False,False
U17,1996,44,2263,81.0,70.0,True,False
U18,1985,1595,1031,390.0,26.45347744360902,False,False
U19,595,3853,1510,703.0,25.881551634665282,False,False
U20,431,171,211,958.0,2.760174418604651,False,False
U21,1025,4921,465,462.0,0.21256603006907762,False,False
U22,1780,1285,1026,702.0,26.795101088646966,False,False
U23,325,347,888,53.0,30.741379310344826,False,False
U24,821,4003,2274,764.0,26.27784715284715,False,False
U25,11,35,4655,1409.0,70.0,True,False
U26,1210,2072,74,857.0,0.08031837916063676,False,False
U27,17,29,4225,1619.0,70.0,True,False
U28,677,1505,1172,499.0,26.750996015936256,False,False
U29,622,401,1708,419.0,34.559701492537314,False,False
U30,18,28,4949,1511.0,70.0,True,False
U31,260,3109,2192,201.0,26.585852090032155,False,False
U32,22,20,1159,1537.0,70.0,True,False
U33,1101,4608,2464,574.0,26.202863961813843,False,False
U34,1781,814,2156,684.0,30.9521472392638,False,False
U35,1925,2783,1580,961.0,26.276939655172413,False,False
U36,1792,2700,1038,218.0,25.864679748241393,False,False
U37,532,4503,880,795.0,25.439609236234457,False,False
U38,422,216,1048,858.0,35.86635944700461,False,False
U39,1607,1494,873,743.0,26.313879598662208,False,False
U40,1294,573,1030,96.0,29.03745644599303,False,False
U41,1953,1767,2542,407.0,28.235011312217196,False,False
U42,260,1688,550,36.0,25.732682060390765,False,False
U43,554,1732,1829,578.0,27.374639353721868,False,False
U44,15,10,1557,1625.0,70.0,True,False
U45,1081,3637,1373,798.0,25.84916162726773,False,False
U46,26,40,1392,1130.0,70.0,True,False
U47,1526,3312,2247,225.0,26.526033806217928,False,False
U48,1438,1316,2690,628.0,29.595671981776764,False,False
U49,1002,1292,719,456.0,26.251160092807424,False,False
U50,1464,4754,327,677.0,0.1547318611987382,False,False
U51,1278,4789,673,975.0,25.316127348643008,False,False
U52,1880,3455,1641,472.0,26.068359375,False,False
U53,1286,3773,1146,830.0,25.68322734499205,False,False
U54,1550,4669,1301,510.0,25.626820128479658,False,False
U55,1860,3467,1646,625.0,26.067906574394463,False,False
U56,981,3162,708,113.0,25.503635788808094,False,False
U57,31,4747,2277,566.0,26.079033277169334,False,False
U58,884,3484,1671,130.0,26.07883787661406,False,False
U59,1106,1717,2787,672.0,28.650029103608848,False,False
U60,1763,4941,212,184.0,0.09651962768110077,False,False
U61,152,4506,776,294.0,25.387397381850455,False,False
U62,309,2941,207,982.0,0.15831067301155677,False,False
U63,1960,3592,2809,144.0,26.759045365989422,False,False
U64,638,3282,1157,187.0,25.792948522692658,False,False
U65,1379,2521,1804,660.0,26.60943695479778,False,False
U66,793,1379,1996,511.0,28.254347826086956,False,False
U67,176,3229,2921,711.0,27.034752321981426,False,False
U68,1873,498,2986,936.0,38.463927855711425,False,False
U69,1693,2395,2929,641.0,27.750521702838064,False,False
U70,1832,4071,1644,263.0,25.908398821218075,False,False
U71,28,23,2241,1015.0,70.0,True,False
U72,910,2059,2954,304.0,28.226456310679612,False,False
U73,283,3733,462,37.0,0.2783877878950188,False,False
U74,1213,4100,2066,233.0,26.133504023408925,False,False
U75,1152,1692,2873,208.0,28.818222090962788,False,False
U76,1184,4509,2209,54.0,26.102050997782705,False,False
U77,1173,1706,637,587.0,25.8396309314587,False,False
U78,1678,1455,113,852.0,0.17462225274725277,False,False
U79,283,3193,2567,473.0,26.80831246086412,False,False
U80,8,28,3745,674.0,70.0,True,False
U81,1949,4983,347,706.0,0.15665128410914925,False,False
U82,851,3244,966,681.0,25.66979969183359,False,False
U83,190,4503,1310,816.0,25.654418294849023,False,False
U84,1969,1537,1929,392.0,27.82200910273082,False,False
U85,1188,1228,410,640.0,0.7506102522375916,False,False
U86,1086,2745,469,955.0,0.3842862345229425,False,False
U87,1936,4575,1055,750.0,25.518739073426573,False,False
U88,1723,3446,572,438.0,25.373368146214098,False,False
U89,19,25,3773,530.0,70.0,True,False
U90,1330,4903,2341,879.0,26.074072185970635,False,False
U91,989,4558,825,659.0,25.40716165825839,False,False
U92,1569,4652,1225,49.0,25.592359767891683,False,False
U93,1565,26,1253,158.0,70.0,True,False
U94,11,22,3016,1623.0,70.0,True,False
U95,21,24,3894,1545.0,70.0,True,False
U96,526,311,190,607.0,1.3701923076923075,False,False
U97,1152,709,1002,116.0,28.175352112676055,False,False
U98,220,2310,990,928.0,25.963868455214193,False,False
U99,9,24,1775,1786.0,70.0,True,False
U100,1846,579,1356,872.0,30.26034482758621,False,False
U101,715,3873,635,288.0,25.368804852865257,False,False
U102,1996,2911,1696,962.0,26.310439560439562,False,False
U103,1692,164,2547,386.0,59.73181818181818,False,False
U104,2,39,4522,1403.0,70.0,True,False
U105,1092,2816,547,867.0,25.436900958466452,False,False
U106,1871,2465,534,828.0,25.48722627737226,False,False
U107,1559,2960,45,685.0,0.03419452887537994,False,False
U108,49,2378,2569,400.0,27.4296973518285,False,False
U109,683,981,1916,471.0,29.390020366598776,False,False
U110,1196,4939,1833,727.0,25.834868421052633,False,False
U111,883,4156,584,190.0,25.316093336540774,False,False
U112,1178,1725,691,838.0,25.900782155272307,False,False
U113,1836,2501,2670,993.0,27.401079136690647,False,False
U114,14,4,1413,1881.0,100.0,True,False
U115,34,4879,886,992.0,25.408504098360655,False,False
U116,913,4152,2924,823.0,26.584156031784254,False,False
U117,965,4374,379,636.0,0.1949142857142857,False,False
U118,1159,1703,1692,657.0,27.234154929577464,False,False
U119,149,840,1820,604.0,29.869203329369796,False,False
U120,1111,1379,750,474.0,26.222826086956523,False,False
U121,146,2848,1160,393.0,25.916110916110917,False,False
U122,1961,1022,1674,58.0,28.68181818181818,False,False
U123,663,522,2859,96.0,37.29971319311664,False,False
U124,1691,569,497,237.0,1.9618421052631578,False,False
U125,1938,3353,1222,999.0,25.819767441860463,False,False
U126,733,1480,590,790.0,25.896353814989872,False,False
U127,20,24,1540,670.0,70.0,True,False
U128,1488,2754,1253,69.0,26.02332123411978,False,False
U129,1100,2151,1783,958.0,26.864196096654275,False,False
U130,1041,4558,1237,912.0,25.610495722746215,False,False
U131,247,2489,2398,551.0,27.166867469879517,False,False
U132,1665,1767,366,23.0,0.4657805429864253,False,False
U133,1815,2859,2819,659.0,27.217744755244755,False,False
U134,471,1641,2826,325.0,28.87241169305725,False,False
U135,545,3097,2849,336.0,27.06915752098128,False,False
U136,1812,4602,905,160.0,25.44237453834456,False,False
U137,1528,861,1697,908.0,29.429524361948957,False,False
U138,719,3756,2437,545.0,26.459475645461804,False,False
U139,1982,2748,1646,268.0,26.347217169879958,False,False
U140,1888,3923,1076,556.0,25.61697247706422,False,False
U141,314,2454,21,607.0,0.01924643584521385,False,False
U142,28,2,1449,1997.0,100.0,True,False
U143,64,2784,2906,90.0,27.347755834829442,False,False
U144,805,1635,427,115.0,0.5872555012224939,False,False
U145,646,3984,835,501.0,25.471455457967377,False,False
U146,1679,1526,422,376.0,0.6218074656188606,False,False
U147,1473,738,2818,676.0,33.579837618403246,False,False
U148,1447,2514,2977,192.0,27.66332007952286,False,False
U149,768,1132,1581,978.0,28.139673433362752,False,False
U150,1038,2153,1697,663.0,26.772632311977716,False,False
U151,1243,4142,1558,279.0,25.84612599565532,False,False
U152,246,2924,882,798.0,25.678461538461537,False,False
U153,1326,3962,2119,596.0,26.20306585919758,False,False
U154,1933,738,1375,397.0,29.18640054127199,False,False
U155,728,405,2502,233.0,38.86576354679803,False,False
U156,1968,4181,274,455.0,0.14741750358680056,False,False
U157,1849,727,2792,384.0,33.62912087912088,False,False
U158,1617,4956,1400,144.0,25.635464998991324,False,False
U159,15,48,2681,726.0,70.0,True,False
U160,977,2948,1502,484.0,26.145981688708037,False,False
U161,1618,3232,1177,569.0,25.819130838230745,False,False
U162,1092,2166,1075,186.0,26.116174434702355,False,False
U163,19,12,2316,1309.0,70.0,True,False
U164,1216,742,244,843.0,0.7388963660834456,False,False
U165,687,4856,2645,9.0,26.22529339098209,False,False
U166,1127,963,2549,913.0,30.949429460580912,False,False
U167,1306,3311,1552,174.0,26.054347826086957,False,False
